Player8OnsetTimes,53.1202,55.2043,55.8311,56.4074,57.1041,58.9243,59.8510,60.3149,61.0231,61.6323,62.3180,63.1056,63.9040,64.6919,65.4008,66.0752,66.7306,67.4470,68.1984,68.9418,69.6560,70.3252,70.9915,71.6648,72.3634,73.0798,73.8013,74.5129,75.2045,75.8791,76.5600,77.2620,77.9722,78.6821,79.3831,80.0764,80.7558,81.4464,82.1448,82.8464,83.5545,84.2524,84.9463,85.6249,86.3024,86.9926,87.6972,88.4105,89.1185,89.8040,90.4867,91.1840,91.8893,92.5837,93.2754,93.9652,94.6628,95.3603,96.0645,96.7708,97.4652,98.1522,98.8480,99.5524,100.2443
Player9OnsetTimes,52.5146,55.1136,56.1895,56.8364,57.2741,58.4826,59.2883,60.0657,60.8376,61.6470,62.4885,63.2714,63.9499,64.6270,65.3074,66.0273,66.7629,67.5228,68.2614,68.9570,69.6257,70.2934,70.9915,71.6960,72.4110,73.1105,73.8013,74.4979,75.2045,75.9111,76.6066,77.2938,77.9876,78.6821,79.3831,80.0764,80.7713,81.4616,82.1616,82.8621,83.5545,84.2524,84.9463,85.6249,86.3184,87.0243,87.7277,88.4263,89.1185,89.8040,90.4867,91.1840,91.8893,92.5993,93.2915,93.9814,94.6628,95.3603,96.0645,96.7708,97.4652,98.1683,98.8632,99.5524,100.2443
Player10OnsetTimes,53.0466,55.1296,55.8164,56.4537,57.1665,58.9243,59.8063,60.2690,61.0383,61.6922,62.3654,63.1056,63.8736,64.6594,65.4008,66.0908,66.7452,67.4470,68.1830,68.9268,69.6405,70.3252,70.9915,71.6809,72.3785,73.0949,73.8013,74.4979,75.1879,75.8791,76.5755,77.2784,77.9876,78.6821,79.3677,80.0618,80.7558,81.4616,82.1616,82.8464,83.5387,84.2366,84.9297,85.6249,86.3184,87.0083,87.6972,88.3956,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9652,94.6628,95.3603,96.0645,96.7708,97.4652,98.1522,98.8480,99.5524,100.2443
Player11OnsetTimes,53.9266,54.9772,55.5071,56.9914,57.9236,58.4068,59.0378,60.6673,61.5998,61.9492,62.2234,63.3156,64.1646,64.7846,65.2923,66.4553,67.1767,67.5982,68.0018,68.6112,69.4404,70.3252,71.1146,71.7714,72.3634,72.9898,73.6853,74.4373,75.1879,75.9111,76.5910,77.2478,77.9257,78.6218,79.3360,80.0467,80.7558,81.4464,82.1297,82.8162,83.5090,84.2064,84.9136,85.6101,86.3024,86.9926,87.6806,88.3798,89.0723,89.7741,90.4718,91.1677,91.8603,92.5527,93.2600,93.9652,94.6628,95.3455,96.0338,96.7246,97.4346,98.1522,98.8480,99.5357,100.2144
Player12OnsetTimes,52.4248,55.0374,56.1744,56.8830,57.3344,58.4679,59.2244,60.0185,60.8376,61.6769,62.5186,63.2858,63.9499,64.6115,65.3074,66.0426,66.7860,67.5381,68.2614,68.9570,69.6257,70.2934,70.9915,71.6960,72.4110,73.1255,73.8171,74.4979,75.1879,75.8948,76.6066,77.3092,78.0040,78.6821,79.3677,80.0618,80.7713,81.4795,82.1781,82.8621,83.5387,84.2212,84.9297,85.6401,86.3340,87.0243,87.7123,88.4105,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2915,93.9977,94.6945,95.3755,96.0645,96.7554,97.4497,98.1522,98.8632,99.5675,100.2601
Player13OnsetTimes,53.1360,55.2198,55.8311,56.4074,57.1041,58.9243,59.8510,60.3149,61.0231,61.6323,62.3180,63.1056,63.9040,64.6919,65.4008,66.0752,66.7306,67.4470,68.1984,68.9418,69.6560,70.3252,70.9915,71.6648,72.3634,73.0798,73.8013,74.5129,75.2045,75.8791,76.5600,77.2620,77.9722,78.6821,79.3831,80.0764,80.7558,81.4464,82.1448,82.8464,83.5545,84.2524,84.9463,85.6249,86.3024,86.9926,87.6972,88.4105,89.1185,89.8040,90.4867,91.1840,91.8893,92.5837,93.2754,93.9652,94.6628,95.3603,96.0645,96.7708,97.4652,98.1522,98.8480,99.5524,100.2443
Player14OnsetTimes,53.6689,55.2356,55.4612,56.5720,57.5300,58.3146,59.5317,60.4233,61.0082,62.0713,62.7712,63.2260,63.6892,65.0634,65.9319,66.3209,66.5788,67.6295,68.4746,69.0736,69.5615,70.1112,70.8215,71.6328,72.4424,73.1729,73.8171,74.4373,75.0947,75.8170,76.5600,77.2938,77.9876,78.6521,79.3199,80.0162,80.7236,81.4464,82.1616,82.8464,83.5241,84.2064,84.8971,85.5945,86.3024,87.0083,87.6972,88.3798,89.0723,89.7741,90.4718,91.1677,91.8603,92.5527,93.2600,93.9652,94.6628,95.3455,96.0338,96.7399,97.4497,98.1522,98.8480,99.5357,100.2296
Player15OnsetTimes,53.0168,55.0988,55.8009,56.4697,57.1972,58.9408,59.7916,60.2386,61.0383,61.7072,62.3807,63.1056,63.8584,64.6430,65.3855,66.0908,66.7629,67.4766,68.2139,68.9418,69.6405,70.3087,70.9761,71.6648,72.3785,73.0949,73.8013,74.4979,75.1879,75.8791,76.5755,77.2784,77.9876,78.6821,79.3677,80.0618,80.7558,81.4616,82.1616,82.8464,83.5387,84.2366,84.9297,85.6249,86.3184,87.0083,87.6972,88.3956,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9652,94.6628,95.3603,96.0645,96.7708,97.4652,98.1522,98.8480,99.5524,100.2443
Player16OnsetTimes,53.6092,55.1748,55.4455,56.6490,57.6235,58.3605,59.4415,60.2998,60.9456,62.2043,62.9554,63.3156,63.6417,64.8777,65.7762,66.2910,66.6701,67.7647,68.5495,69.0585,69.4859,70.0501,70.8069,71.6648,72.4879,73.1883,73.8013,74.4067,75.0781,75.8170,76.5755,77.3092,78.0040,78.6666,79.3360,80.0162,80.7236,81.4464,82.1616,82.8464,83.5241,84.2064,84.8971,85.5945,86.3024,87.0083,87.6972,88.3798,89.0723,89.7741,90.4718,91.1677,91.8603,92.5527,93.2600,93.9652,94.6628,95.3455,96.0338,96.7246,97.4346,98.1522,98.8480,99.5357,100.2296
Player17OnsetTimes,52.8197,54.9164,55.7690,56.5720,57.3196,58.9084,59.6831,60.1595,61.1221,61.8583,62.4734,63.0911,63.7809,64.5815,65.3855,66.1381,66.8194,67.4919,68.1830,68.8963,69.6257,70.3402,71.0217,71.6960,72.3785,73.0798,73.7853,74.4979,75.2045,75.8948,76.5910,77.2938,77.9876,78.6821,79.3677,80.0618,80.7558,81.4616,82.1616,82.8464,83.5387,84.2366,84.9297,85.6249,86.3184,87.0083,87.7123,88.4105,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9652,94.6628,95.3603,96.0645,96.7708,97.4652,98.1522,98.8480,99.5524,100.2601
Player18OnsetTimes,52.4695,55.0661,56.1744,56.8678,57.3196,58.4679,59.2404,60.0349,60.8376,61.6622,62.5038,63.2714,63.9499,64.6270,65.3228,66.0426,66.7860,67.5381,68.2614,68.9570,69.6257,70.2934,70.9915,71.6960,72.4110,73.1105,73.8013,74.4979,75.2045,75.9111,76.6066,77.2938,77.9876,78.6821,79.3831,80.0764,80.7713,81.4616,82.1616,82.8621,83.5545,84.2524,84.9463,85.6249,86.3184,87.0243,87.7277,88.4263,89.1185,89.8040,90.4867,91.1840,91.8893,92.5993,93.2915,93.9814,94.6628,95.3603,96.0645,96.7708,97.4652,98.1683,98.8632,99.5524,100.2443
Player19OnsetTimes,52.5288,55.1296,56.1895,56.8364,57.2741,58.4826,59.2883,60.0657,60.8376,61.6470,62.4885,63.2714,63.9499,64.6270,65.3074,66.0273,66.7629,67.5228,68.2614,68.9570,69.6257,70.2934,70.9915,71.6960,72.4110,73.1105,73.8013,74.4979,75.1879,75.8948,76.6066,77.3092,78.0040,78.6821,79.3677,80.0618,80.7713,81.4795,82.1781,82.8621,83.5387,84.2212,84.9297,85.6401,86.3340,87.0243,87.7123,88.4105,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9814,94.6786,95.3755,96.0645,96.7554,97.4497,98.1522,98.8632,99.5675,100.2601
Player20OnsetTimes,53.0466,55.1296,55.8164,56.4537,57.1665,58.9243,59.8063,60.2690,61.0383,61.6922,62.3654,63.1056,63.8736,64.6594,65.4008,66.0908,66.7452,67.4470,68.1830,68.9268,69.6405,70.3252,70.9915,71.6809,72.3785,73.0949,73.8013,74.4979,75.1879,75.8791,76.5755,77.2784,77.9876,78.6821,79.3677,80.0618,80.7558,81.4616,82.1616,82.8464,83.5387,84.2366,84.9297,85.6249,86.3184,87.0083,87.6972,88.3956,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9652,94.6628,95.3603,96.0645,96.7708,97.4652,98.1522,98.8480,99.5524,100.2443
Player21OnsetTimes,52.9846,55.0661,55.8009,56.4867,57.2121,58.9243,59.7767,60.2386,61.0531,61.7231,62.3964,63.1204,63.8584,64.6270,65.3698,66.0908,66.7860,67.4919,68.1984,68.9108,69.6257,70.3252,71.0068,71.6809,72.3785,73.0949,73.8013,74.4979,75.1879,75.8791,76.5755,77.2784,77.9876,78.6821,79.3677,80.0618,80.7558,81.4616,82.1616,82.8464,83.5387,84.2366,84.9297,85.6249,86.3184,87.0083,87.6972,88.3956,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9652,94.6628,95.3603,96.0645,96.7708,97.4652,98.1522,98.8480,99.5524,100.2443
Player22OnsetTimes,52.5439,55.1449,56.1895,56.8219,57.2584,58.4679,59.2716,60.0657,60.8376,61.6470,62.4885,63.2714,63.9499,64.6270,65.3074,66.0273,66.7629,67.5228,68.2614,68.9570,69.6257,70.2934,70.9915,71.6960,72.4110,73.1105,73.8013,74.4979,75.2045,75.9111,76.6066,77.2938,77.9876,78.6821,79.3831,80.0764,80.7713,81.4616,82.1616,82.8621,83.5545,84.2524,84.9463,85.6249,86.3184,87.0243,87.7277,88.4263,89.1185,89.8040,90.4867,91.1840,91.8893,92.5993,93.2915,93.9814,94.6628,95.3603,96.0645,96.7708,97.4652,98.1683,98.8632,99.5524,100.2443
Player23OnsetTimes,53.5207,55.0829,55.4301,56.7598,57.7545,58.4068,59.2883,60.1128,60.8686,61.6323,62.4419,63.2260,63.9350,64.6270,65.3228,66.0426,66.7629,67.5067,68.2460,68.9570,69.6405,70.3087,70.9915,71.6809,72.3957,73.1105,73.8171,74.5129,75.1879,75.8791,76.5755,77.2784,77.9876,78.6821,79.3677,80.0618,80.7558,81.4616,82.1616,82.8621,83.5545,84.2366,84.9297,85.6249,86.3184,87.0083,87.7123,88.4105,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9652,94.6628,95.3603,96.0645,96.7708,97.4652,98.1522,98.8480,99.5524,100.2601
Player24OnsetTimes,52.9243,55.0221,55.8009,56.5188,57.2427,58.9084,59.7289,60.2058,61.0918,61.7836,62.4269,63.1056,63.8274,64.6115,65.3855,66.1069,66.7860,67.4919,68.1984,68.9108,69.6257,70.3252,71.0068,71.6960,72.3957,73.0949,73.7853,74.4831,75.1879,75.8948,76.5910,77.2938,77.9876,78.6821,79.3677,80.0618,80.7558,81.4616,82.1616,82.8464,83.5387,84.2366,84.9297,85.6249,86.3184,87.0083,87.6972,88.3956,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9652,94.6628,95.3603,96.0645,96.7708,97.4652,98.1522,98.8480,99.5524,100.2443
Player25OnsetTimes,52.4395,55.0515,56.1744,56.8830,57.3344,58.4679,59.2244,60.0185,60.8376,61.6769,62.5186,63.2858,63.9499,64.6115,65.2923,66.0273,66.7860,67.5527,68.2763,68.9570,69.6257,70.2934,70.9915,71.6960,72.4110,73.1255,73.8171,74.4979,75.1879,75.8948,76.6066,77.3092,78.0040,78.6821,79.3677,80.0618,80.7713,81.4795,82.1781,82.8621,83.5387,84.2212,84.9297,85.6401,86.3340,87.0243,87.7123,88.4105,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9814,94.6786,95.3755,96.0645,96.7554,97.4652,98.1683,98.8632,99.5524,100.2443
Player26OnsetTimes,52.4098,55.0221,56.1744,56.8982,57.3493,58.4679,59.2072,60.0022,60.8224,61.6769,62.5186,63.2858,63.9499,64.6115,65.3074,66.0426,66.7860,67.5381,68.2614,68.9570,69.6257,70.2934,70.9915,71.6960,72.4110,73.1255,73.8171,74.4979,75.1879,75.8948,76.6066,77.3092,78.0040,78.6821,79.3677,80.0618,80.7713,81.4795,82.1781,82.8621,83.5545,84.2524,84.9463,85.6249,86.3184,87.0243,87.7277,88.4263,89.1185,89.8040,90.4867,91.1840,91.8893,92.5993,93.3066,93.9977,94.6786,95.3603,96.0491,96.7554,97.4652,98.1683,98.8632,99.5524,100.2443
Player27OnsetTimes,52.5439,55.1449,56.1895,56.8219,57.2584,58.4679,59.2716,60.0657,60.8376,61.6470,62.4885,63.2714,63.9499,64.6270,65.3074,66.0273,66.7629,67.5228,68.2614,68.9570,69.6257,70.2934,70.9915,71.6960,72.4110,73.1105,73.8013,74.4979,75.2045,75.9111,76.6066,77.2938,77.9876,78.6821,79.3831,80.0764,80.7713,81.4616,82.1616,82.8621,83.5545,84.2524,84.9463,85.6249,86.3184,87.0243,87.7277,88.4263,89.1185,89.8040,90.4867,91.1840,91.8893,92.5993,93.2915,93.9814,94.6628,95.3603,96.0645,96.7708,97.4652,98.1683,98.8632,99.5524,100.2443
Player28OnsetTimes,52.8053,54.9012,55.7534,56.5720,57.3344,58.9243,59.6831,60.1441,61.1064,61.8583,62.4885,63.1056,63.7809,64.5659,65.3698,66.1381,66.8194,67.4919,68.1830,68.8963,69.6257,70.3402,71.0217,71.6960,72.3785,73.0798,73.7853,74.4979,75.2045,75.8948,76.5910,77.2938,77.9876,78.6821,79.3677,80.0618,80.7558,81.4616,82.1616,82.8621,83.5545,84.2366,84.9297,85.6249,86.3184,87.0083,87.7123,88.4105,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9652,94.6628,95.3603,96.0645,96.7708,97.4652,98.1522,98.8480,99.5524,100.2601
Player29OnsetTimes,53.2912,54.8540,55.3596,57.0235,58.0651,58.5286,58.9749,60.4537,61.4484,61.9647,62.3488,63.4305,64.1955,64.7381,65.2322,66.4708,67.2357,67.6597,68.0330,68.6112,69.4254,70.3252,71.1305,71.8019,72.3957,73.0043,73.6853,74.4373,75.2045,75.9271,76.6066,77.2620,77.9257,78.6218,79.3360,80.0618,80.7713,81.4616,82.1448,82.8162,83.5090,84.2064,84.9136,85.6101,86.3024,86.9926,87.6806,88.3798,89.0873,89.7889,90.4867,91.1840,91.8748,92.5683,93.2600,93.9492,94.6479,95.3455,96.0491,96.7554,97.4497,98.1371,98.8320,99.5357,100.2296
Player30OnsetTimes,53.3861,54.9625,55.3923,56.8982,57.9236,58.4826,59.1461,59.9151,60.7760,61.6922,62.5645,63.3156,63.9499,64.5815,65.2626,66.0122,66.7860,67.5527,68.2763,68.9570,69.6101,70.2768,70.9761,71.6960,72.4110,73.1105,73.8013,74.4979,75.1879,75.8791,76.5755,77.2938,78.0040,78.6981,79.3831,80.0618,80.7558,81.4616,82.1616,82.8621,83.5545,84.2366,84.9297,85.6249,86.3184,87.0083,87.7123,88.4105,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9814,94.6786,95.3755,96.0645,96.7554,97.4497,98.1522,98.8632,99.5675,100.2601
Player31OnsetTimes,52.5439,55.1449,56.1895,56.8219,57.2584,58.4679,59.2716,60.0657,60.8376,61.6470,62.4885,63.2714,63.9499,64.6270,65.3074,66.0273,66.7629,67.5228,68.2614,68.9570,69.6257,70.2934,70.9915,71.6960,72.4110,73.1105,73.8013,74.4979,75.2045,75.9111,76.6066,77.2938,77.9876,78.6821,79.3831,80.0764,80.7713,81.4616,82.1616,82.8621,83.5545,84.2524,84.9463,85.6249,86.3184,87.0243,87.7277,88.4263,89.1185,89.8040,90.4867,91.1840,91.8893,92.5993,93.2915,93.9814,94.6628,95.3603,96.0645,96.7708,97.4652,98.1683,98.8632,99.5524,100.2443
Player32OnsetTimes,52.5747,55.1748,56.2053,56.8219,57.2427,58.4516,59.2716,60.0657,60.8376,61.6470,62.4734,63.2561,63.9499,64.6270,65.3074,66.0273,66.7629,67.5228,68.2614,68.9570,69.6257,70.2934,70.9915,71.6960,72.4110,73.1105,73.8013,74.4979,75.2045,75.9111,76.6066,77.2938,77.9876,78.6821,79.3831,80.0764,80.7713,81.4616,82.1616,82.8621,83.5545,84.2524,84.9463,85.6249,86.3184,87.0243,87.7277,88.4263,89.1185,89.8040,90.4867,91.1840,91.8893,92.5993,93.2915,93.9814,94.6628,95.3603,96.0645,96.7708,97.4652,98.1683,98.8632,99.5524,100.2443
Player33OnsetTimes,53.3386,54.9164,55.3923,56.9767,57.9886,58.4826,59.0378,60.5733,61.5090,61.9340,62.2706,63.3851,64.2106,64.7846,65.2626,66.4404,67.1919,67.6295,68.0330,68.6263,69.4404,70.3252,71.1305,71.8019,72.3957,73.0043,73.6853,74.4373,75.1879,75.9111,76.5910,77.2620,77.9419,78.6370,79.3522,80.0618,80.7558,81.4464,82.1297,82.8162,83.5090,84.2064,84.9136,85.6101,86.3024,86.9926,87.6806,88.3798,89.0873,89.7889,90.4867,91.1840,91.8748,92.5683,93.2600,93.9492,94.6479,95.3455,96.0491,96.7554,97.4497,98.1371,98.8320,99.5357,100.2296
Player34OnsetTimes,52.8943,54.9920,55.7848,56.5188,57.2584,58.9243,59.7455,60.2058,61.0755,61.7689,62.4269,63.1056,63.8274,64.6115,65.3855,66.1069,66.7860,67.4919,68.2139,68.9268,69.6257,70.3087,70.9915,71.6809,72.3785,73.0949,73.8013,74.4979,75.1879,75.8791,76.5755,77.2784,77.9876,78.6821,79.3677,80.0618,80.7558,81.4616,82.1616,82.8464,83.5387,84.2366,84.9297,85.6249,86.3184,87.0083,87.7123,88.4105,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9652,94.6628,95.3603,96.0645,96.7708,97.4652,98.1522,98.8480,99.5524,100.2601
Player35OnsetTimes,52.5146,55.1136,56.1895,56.8364,57.2741,58.4826,59.2883,60.0657,60.8376,61.6470,62.4885,63.2714,63.9499,64.6270,65.3074,66.0273,66.7629,67.5228,68.2614,68.9570,69.6257,70.2934,70.9915,71.6960,72.4110,73.1105,73.8013,74.4979,75.2045,75.9111,76.6066,77.2938,77.9876,78.6821,79.3831,80.0764,80.7713,81.4616,82.1616,82.8621,83.5545,84.2524,84.9463,85.6249,86.3184,87.0243,87.7277,88.4263,89.1185,89.8040,90.4867,91.1840,91.8893,92.5993,93.2915,93.9814,94.6628,95.3603,96.0645,96.7708,97.4652,98.1683,98.8632,99.5524,100.2443
Player36OnsetTimes,52.8792,54.9772,55.7848,56.5339,57.2741,58.9243,59.7289,60.1910,61.0918,61.7980,62.4419,63.1056,63.8112,64.5969,65.3855,66.1226,66.8023,67.4919,68.1984,68.9108,69.6257,70.3252,71.0068,71.6960,72.3957,73.0949,73.7853,74.4831,75.1879,75.8948,76.5910,77.2938,77.9876,78.6821,79.3677,80.0618,80.7558,81.4616,82.1616,82.8464,83.5387,84.2366,84.9297,85.6249,86.3184,87.0083,87.7123,88.4105,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9652,94.6628,95.3603,96.0645,96.7708,97.4652,98.1522,98.8480,99.5524,100.2443
Player37OnsetTimes,53.1510,55.2356,55.8466,56.4074,57.7694,58.6868,59.1304,60.3777,61.2485,61.8130,62.3342,62.9874,63.7658,64.6270,65.4461,66.1535,66.7860,67.4470,68.1531,68.8963,69.6405,70.3402,71.0068,71.6809,72.3785,73.0798,73.7853,74.4979,75.2045,75.8948,76.5755,77.2620,77.9722,78.6821,79.3831,80.0764,80.7558,81.4464,82.1448,82.8464,83.5545,84.2524,84.9463,85.6249,86.3024,86.9926,87.6972,88.4105,89.1185,89.8040,90.4867,91.1840,91.8893,92.5837,93.2754,93.9652,94.6628,95.3603,96.0645,96.7708,97.4652,98.1522,98.8480,99.5524,100.2443
Player38OnsetTimes,53.6532,55.2198,55.4612,56.6028,57.5607,58.3301,59.5017,60.3927,61.0082,62.1348,62.8332,63.2561,63.6742,65.0020,65.8703,66.3058,66.6101,67.6763,68.5042,69.0736,69.5464,70.0961,70.8069,71.6328,72.4424,73.1729,73.8171,74.4373,75.0947,75.8170,76.5600,77.2938,77.9876,78.6521,79.3199,80.0162,80.7236,81.4464,82.1616,82.8464,83.5241,84.2064,84.8971,85.5945,86.3024,87.0083,87.6972,88.3798,89.0723,89.7741,90.4718,91.1677,91.8603,92.5527,93.2600,93.9652,94.6628,95.3455,96.0338,96.7246,97.4346,98.1522,98.8480,99.5357,100.2296
