Player80OnsetTimes,52.5590,55.1748,56.2053,56.8219,57.2427,58.4516,59.2716,60.0657,60.8376,61.6470,62.4885,63.2714,63.9499,64.6270,65.3074,66.0273,66.7629,67.5228,68.2614,68.9570,69.6257,70.2934,70.9915,71.6960,72.4110,73.1105,73.8013,74.4979,75.1879,75.8948,76.6066,77.3092,78.0040,78.6821,79.3677,80.0618,80.7713,81.4795,82.1781,82.8621,83.5387,84.2212,84.9297,85.6401,86.3340,87.0243,87.7123,88.4105,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9814,94.6786,95.3755,96.0645,96.7554,97.4497,98.1522,98.8632,99.5675,100.2601
Player81OnsetTimes,52.5590,55.1748,56.2053,56.8219,57.2427,58.4516,59.2716,60.0657,60.8376,61.6470,62.4885,63.2714,63.9499,64.6270,65.3074,66.0273,66.7629,67.5228,68.2614,68.9570,69.6257,70.2934,70.9915,71.6960,72.4110,73.1105,73.8013,74.4979,75.1879,75.8948,76.6066,77.3092,78.0040,78.6821,79.3677,80.0618,80.7713,81.4795,82.1781,82.8621,83.5387,84.2212,84.9297,85.6401,86.3340,87.0243,87.7123,88.4105,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9814,94.6786,95.3755,96.0645,96.7554,97.4497,98.1522,98.8632,99.5675,100.2601
Player82OnsetTimes,53.0612,55.1449,55.8164,56.4386,57.1508,58.9243,59.8214,60.2849,61.0231,61.6622,62.3488,63.1056,63.8887,64.6758,65.4008,66.0752,66.7306,67.4470,68.1984,68.9418,69.6560,70.3252,70.9915,71.6809,72.3785,73.0949,73.8013,74.4979,75.1879,75.8791,76.5755,77.2784,77.9876,78.6821,79.3677,80.0618,80.7558,81.4616,82.1616,82.8464,83.5387,84.2366,84.9297,85.6249,86.3184,87.0083,87.6972,88.3956,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9652,94.6628,95.3603,96.0645,96.7708,97.4652,98.1522,98.8480,99.5524,100.2443
Player83OnsetTimes,52.5146,55.1136,56.1895,56.8364,57.2741,58.4826,59.2883,60.0657,60.8376,61.6470,62.4885,63.2714,63.9499,64.6270,65.3074,66.0273,66.7629,67.5228,68.2614,68.9570,69.6257,70.2934,70.9915,71.6960,72.4110,73.1105,73.8013,74.4979,75.2045,75.9111,76.6066,77.2938,77.9876,78.6821,79.3831,80.0764,80.7713,81.4616,82.1616,82.8621,83.5545,84.2524,84.9463,85.6249,86.3184,87.0243,87.7277,88.4263,89.1185,89.8040,90.4867,91.1840,91.8893,92.5993,93.2915,93.9814,94.6628,95.3603,96.0645,96.7708,97.4652,98.1683,98.8632,99.5524,100.2443
Player84OnsetTimes,52.9087,55.0073,55.7848,56.5188,57.2584,58.9243,59.7455,60.2058,61.0755,61.7689,62.4269,63.1056,63.8274,64.6115,65.3855,66.1069,66.7860,67.4919,68.1984,68.9108,69.6257,70.3252,71.0068,71.6960,72.3957,73.0949,73.7853,74.4831,75.1879,75.8948,76.5910,77.2938,77.9876,78.6821,79.3677,80.0618,80.7558,81.4616,82.1616,82.8464,83.5387,84.2366,84.9297,85.6249,86.3184,87.0083,87.7123,88.4105,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9652,94.6628,95.3603,96.0645,96.7708,97.4652,98.1522,98.8480,99.5524,100.2443
Player85OnsetTimes,52.9394,55.0221,55.7848,56.5027,57.2427,58.9243,59.7455,60.2058,61.0755,61.7689,62.4269,63.1056,63.8274,64.6115,65.3855,66.1069,66.7860,67.4919,68.1984,68.9108,69.6257,70.3252,71.0068,71.6960,72.3957,73.0949,73.7853,74.4831,75.1879,75.8948,76.5910,77.2938,77.9876,78.6821,79.3677,80.0618,80.7558,81.4616,82.1616,82.8464,83.5387,84.2366,84.9297,85.6249,86.3184,87.0083,87.6972,88.3956,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9652,94.6628,95.3603,96.0645,96.7708,97.4652,98.1522,98.8480,99.5524,100.2443
Player86OnsetTimes,52.9087,55.0073,55.7848,56.5188,57.2584,58.9243,59.7455,60.2058,61.0755,61.7689,62.4269,63.1056,63.8274,64.6115,65.3855,66.1069,66.7860,67.4919,68.1984,68.9108,69.6257,70.3252,71.0068,71.6960,72.3957,73.0949,73.7853,74.4831,75.1879,75.8948,76.5910,77.2938,77.9876,78.6821,79.3677,80.0618,80.7558,81.4616,82.1616,82.8464,83.5387,84.2366,84.9297,85.6249,86.3184,87.0083,87.7123,88.4105,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9652,94.6628,95.3603,96.0645,96.7708,97.4652,98.1522,98.8480,99.5524,100.2443
Player87OnsetTimes,53.7766,54.8219,55.4080,56.2656,57.2741,58.2843,59.0831,60.0185,60.9456,61.7980,62.5645,63.2413,63.8736,64.5659,65.3074,66.0752,66.8194,67.5527,68.2614,68.9418,69.6257,70.3087,71.0068,71.7105,72.4110,73.1105,73.8171,74.5129,75.2045,75.8948,76.5910,77.2938,78.0040,78.6981,79.3831,80.0764,80.7713,81.4795,82.1781,82.8621,83.5545,84.2524,84.9463,85.6401,86.3340,87.0243,87.7123,88.4105,89.1185,89.8196,90.5171,91.2153,91.9055,92.5993,93.2915,93.9814,94.6786,95.3755,96.0796,96.7708,97.4652,98.1683,98.8632,99.5524,100.2443
Player88OnsetTimes,54.2017,55.2510,55.7690,56.2993,57.7545,58.7322,59.1771,60.3464,61.1864,61.7689,62.3342,63.0026,63.7809,64.6270,65.4160,66.1226,66.7629,67.4321,68.1531,68.8963,69.6257,70.3252,71.0068,71.6809,72.3634,73.0649,73.7853,74.4979,75.1879,75.8791,76.5755,77.2784,77.9722,78.6666,79.3677,80.0618,80.7558,81.4464,82.1448,82.8464,83.5387,84.2212,84.9136,85.6101,86.3024,87.0083,87.7123,88.4105,89.1039,89.7889,90.4718,91.1677,91.8748,92.5837,93.2754,93.9652,94.6628,95.3603,96.0491,96.7399,97.4497,98.1522,98.8480,99.5357,100.2296
Player89OnsetTimes,52.5747,55.1748,56.2053,56.8219,57.2427,58.4516,59.2716,60.0657,60.8376,61.6470,62.4734,63.2561,63.9499,64.6270,65.3074,66.0273,66.7629,67.5228,68.2614,68.9570,69.6257,70.2934,70.9915,71.6960,72.4110,73.1105,73.8013,74.4979,75.2045,75.9111,76.6066,77.2938,77.9876,78.6821,79.3831,80.0764,80.7713,81.4616,82.1616,82.8621,83.5545,84.2524,84.9463,85.6249,86.3184,87.0243,87.7277,88.4263,89.1185,89.8040,90.4867,91.1840,91.8893,92.5993,93.2915,93.9814,94.6628,95.3603,96.0645,96.7708,97.4652,98.1683,98.8632,99.5524,100.2443
Player90OnsetTimes,52.5146,55.1136,56.1895,56.8364,57.2741,58.4826,59.2883,60.0657,60.8376,61.6470,62.4885,63.2714,63.9499,64.6270,65.3074,66.0273,66.7629,67.5228,68.2614,68.9570,69.6257,70.2934,70.9915,71.6960,72.4110,73.1105,73.8013,74.4979,75.2045,75.9111,76.6066,77.2938,77.9876,78.6821,79.3831,80.0764,80.7713,81.4616,82.1616,82.8621,83.5545,84.2524,84.9463,85.6249,86.3184,87.0243,87.7277,88.4263,89.1185,89.8040,90.4867,91.1840,91.8893,92.5993,93.2915,93.9814,94.6628,95.3603,96.0645,96.7708,97.4652,98.1683,98.8632,99.5524,100.2443
Player91OnsetTimes,52.6537,55.2665,56.2359,56.7748,57.1818,58.4679,59.3342,60.1285,60.8533,61.6177,62.4419,63.2413,63.9651,64.6594,65.3378,66.0273,66.7306,67.4919,68.2460,68.9727,69.6560,70.3087,70.9761,71.6809,72.3957,73.1105,73.8171,74.5129,75.2045,75.8948,76.5910,77.2938,77.9876,78.6821,79.3831,80.0764,80.7713,81.4616,82.1616,82.8621,83.5545,84.2366,84.9297,85.6249,86.3184,87.0243,87.7277,88.4105,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9814,94.6786,95.3755,96.0645,96.7554,97.4497,98.1522,98.8632,99.5675,100.2601
Player92OnsetTimes,53.3230,54.9012,55.3760,56.9767,58.0037,58.4981,59.0222,60.5440,61.4942,61.9492,62.3026,63.4001,64.2106,64.7692,65.2478,66.4404,67.1919,67.6295,68.0330,68.6263,69.4404,70.3252,71.1305,71.8019,72.3957,73.0043,73.6853,74.4373,75.2045,75.9271,76.6066,77.2620,77.9257,78.6218,79.3360,80.0618,80.7713,81.4616,82.1448,82.8162,83.5090,84.2064,84.9136,85.6101,86.3024,86.9926,87.6806,88.3798,89.0873,89.7889,90.4867,91.1840,91.8748,92.5683,93.2600,93.9492,94.6479,95.3455,96.0491,96.7554,97.4497,98.1371,98.8320,99.5357,100.2296
Player93OnsetTimes,52.6204,55.2356,56.2359,56.8062,57.2121,58.4516,59.2883,60.0819,60.8533,61.6470,62.4734,63.2561,63.9499,64.6270,65.3074,66.0273,66.7629,67.5228,68.2614,68.9570,69.6257,70.2934,70.9761,71.6809,72.4110,73.1255,73.8171,74.4979,75.1879,75.8791,76.5910,77.3092,78.0040,78.6821,79.3677,80.0618,80.7713,81.4795,82.1781,82.8621,83.5387,84.2212,84.9297,85.6401,86.3340,87.0243,87.7123,88.4105,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9814,94.6786,95.3755,96.0645,96.7554,97.4497,98.1522,98.8632,99.5675,100.2601
Player94OnsetTimes,52.6690,55.2977,56.2506,56.7748,57.1665,58.4516,59.3191,60.1128,60.8533,61.6177,62.4419,63.2413,63.9651,64.6594,65.3378,66.0273,66.7306,67.4919,68.2460,68.9727,69.6560,70.3087,70.9761,71.6809,72.3957,73.1105,73.8171,74.5129,75.2045,75.8948,76.5910,77.2938,77.9876,78.6821,79.3831,80.0764,80.7713,81.4616,82.1616,82.8621,83.5545,84.2366,84.9297,85.6249,86.3184,87.0243,87.7277,88.4105,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9814,94.6786,95.3755,96.0645,96.7554,97.4497,98.1522,98.8632,99.5675,100.2601
Player95OnsetTimes,52.6690,55.2977,56.2506,56.7748,57.1665,58.4516,59.3191,60.1128,60.8533,61.6177,62.4419,63.2413,63.9651,64.6594,65.3378,66.0273,66.7306,67.4919,68.2460,68.9727,69.6560,70.3087,70.9761,71.6809,72.3957,73.1105,73.8171,74.5129,75.2045,75.8948,76.5910,77.2938,77.9876,78.6821,79.3831,80.0764,80.7713,81.4616,82.1616,82.8621,83.5545,84.2366,84.9297,85.6249,86.3184,87.0243,87.7277,88.4105,89.1039,89.8040,90.5017,91.1992,91.8893,92.5837,93.2754,93.9814,94.6786,95.3755,96.0645,96.7554,97.4497,98.1522,98.8632,99.5675,100.2601
Player96OnsetTimes,53.2912,54.8540,55.3596,57.0235,58.0651,58.5286,58.9749,60.4537,61.4484,61.9647,62.3488,63.4305,64.1955,64.7381,65.2322,66.4708,67.2357,67.6597,68.0330,68.6112,69.4254,70.3252,71.1305,71.8019,72.3957,73.0043,73.6853,74.4373,75.2045,75.9271,76.6066,77.2620,77.9257,78.6218,79.3360,80.0618,80.7713,81.4616,82.1448,82.8162,83.5090,84.2064,84.9136,85.6101,86.3024,86.9926,87.6806,88.3798,89.0873,89.7889,90.4867,91.1840,91.8748,92.5683,93.2600,93.9492,94.6479,95.3455,96.0491,96.7554,97.4497,98.1371,98.8320,99.5357,100.2296
