Key,Value
BPM,120.0000
StartTime,198.9727
scoreCounter,81.0000
Alpha,Medium
alphaUser,0.0500
alphaAuto,0.0070
AudioGudance,1.0000
VisualGudance,1.0000
FinishTrial,1.0000
Player61OnsetTimes,200.3625,202.4717,203.2369,203.9334,204.6043,205.2125,206.2556,206.8751,207.3315,207.8800,209.1141,209.7353,210.1221,210.8889,211.4044,212.0466,212.7553,213.3939,214.5253,215.1983,215.5555,216.1819,216.6750,217.7205,218.3978,218.8485,219.6622,220.2267,220.7033,221.8691,222.6181,222.9545,223.2192,224.2219,224.9395,225.4077,225.8239,226.9230,227.6332,228.0055,228.5700,229.1209,229.6970,230.2981,230.9226,231.5596,232.1382,232.7428,233.3294,233.8801,234.3884,234.8924,235.4126,235.9491,236.4939,237.0388,237.5879,238.1173,238.6380,239.1620,239.6870,240.2265,240.7679,241.2953,241.8067,242.3254,242.8552,243.3866,243.9128,244.4446,244.9657,245.4921,246.0175,246.5496,247.0857,247.6161,248.1406,248.6591,249.1732,249.6899,250.2234
Player62OnsetTimes,200.3474,202.4550,203.2369,203.9485,204.6204,205.2125,206.2409,206.8581,207.3158,207.8800,209.1453,209.7813,210.1532,210.8584,211.3587,212.0157,212.7553,213.4090,213.9755,214.6382,215.4016,216.1344,216.7545,217.3229,217.9570,218.7099,219.4588,220.1479,220.7979,221.4696,222.1808,222.8478,223.4521,224.0631,224.6560,225.2715,225.9191,226.6086,227.2806,227.9148,228.4943,229.1517,229.8075,230.4269,231.0164,231.6050,232.1529,232.7729,233.3929,233.9569,234.4532,234.9393,235.4434,235.9798,236.5398,237.1031,237.6494,238.1649,238.6845,239.2085,239.7337,240.2748,240.8165,241.3426,241.8553,242.3730,242.9040,243.4355,243.9622,244.4792,244.9977,245.5220,246.0490,246.5816,247.1172,247.6471,248.1722,248.6907,249.2036,249.7369,250.2710
Player63OnsetTimes,200.2240,202.8471,203.7123,204.1354,204.4671,205.3688,205.9792,206.9843,207.6295,208.0902,208.8831,209.3448,209.8912,211.2169,211.9032,212.3012,212.6224,213.4881,214.1494,214.7455,215.3699,216.0039,216.6261,217.9227,218.6291,218.9268,219.3981,220.3866,221.0485,221.5159,222.0112,223.1883,223.8889,224.2219,224.6877,225.6077,226.1994,226.5927,227.4326,228.0207,228.4333,229.4972,230.1530,230.4746,230.7606,231.7664,232.4468,232.8870,233.2349,233.6613,234.2122,234.8447,235.4757,236.0425,236.5398,237.0079,237.4924,238.0256,238.6076,239.1775,239.7179,240.2265,240.7203,241.2328,241.7741,242.3254,242.8552,243.3716,243.8964,244.4286,244.9497,245.4767,246.0023,246.5345,247.0677,247.6013,248.1232,248.6420,249.1575,249.6748,250.2072
Player64OnsetTimes,200.1157,202.7383,203.6972,204.2151,204.5594,205.3532,205.9029,206.9203,207.6140,208.1202,208.9291,209.3772,209.8912,211.1698,211.8560,212.2858,212.6585,213.5685,214.1958,214.7297,215.3232,215.9690,216.6261,217.3057,218.0201,218.7705,219.4588,220.0842,220.7214,221.4223,222.1808,222.8620,223.4521,224.0471,224.6237,225.2426,225.9039,226.5927,227.2657,227.8998,228.4790,229.1364,229.7922,230.4093,231.0010,231.5898,232.1529,232.7729,233.3780,233.9265,234.4367,234.9236,235.4284,235.9798,236.5398,237.1031,237.6340,238.1486,238.6691,239.1935,239.7179,240.2594,240.7999,241.3259,241.8405,242.3578,242.8867,243.4194,243.9446,244.4792,244.9977,245.5220,246.0490,246.5816,247.1018,247.6161,248.1406,248.6740,249.2036,249.7369,250.2710
Player65OnsetTimes,200.9201,202.5026,203.2200,203.8876,204.5749,205.2125,206.2879,206.9049,207.3315,207.8484,209.0827,209.7353,210.1532,210.9192,211.4044,212.0157,212.7066,213.3623,214.5565,215.2441,215.5711,216.1344,216.6261,217.7358,218.4441,218.8805,219.6160,220.1479,221.1585,221.7929,222.2115,222.9854,223.5296,224.0021,224.4979,225.7477,226.4793,226.7819,227.2181,228.1445,228.7246,229.1665,229.6076,230.7298,231.4032,231.7154,232.1529,232.6350,233.2018,233.8022,234.3884,234.9236,235.4284,235.9335,236.4626,237.0079,237.5560,238.1020,238.6380,239.1620,239.6721,240.1935,240.7203,241.2637,241.8067,242.3254,242.8387,243.3560,243.8814,244.4125,244.9497,245.4767,246.0023,246.5345,247.0677,247.6013,248.1232,248.6420,249.1575,249.6899,250.2234
Player66OnsetTimes,200.4693,202.5813,203.2675,203.8876,204.5428,205.1805,206.3046,206.9522,207.3622,207.8484,209.0521,209.7050,210.1385,210.9508,211.4509,212.0466,212.7066,213.3443,214.5565,215.2595,215.5878,216.1187,217.0574,217.6269,218.0201,219.0490,219.7234,220.1327,220.9869,221.6402,222.1808,222.6812,223.2517,223.9527,224.6560,225.3319,225.9659,226.5778,227.1871,227.8076,228.4183,229.1209,229.8075,230.4269,230.9864,231.5442,232.0914,232.7273,233.3780,233.9569,234.4532,234.9079,235.3975,235.9491,236.5244,237.0878,237.6190,238.1327,238.6530,239.1775,239.7025,240.2447,240.7836,241.3111,241.8405,242.3578,242.8704,243.3866,243.9128,244.4446,244.9824,245.5220,246.0490,246.5651,247.0857,247.6161,248.1406,248.6740,249.2036,249.7215,250.2390
Player67OnsetTimes,201.2180,202.7852,203.0643,203.9940,204.7808,205.3385,206.1163,206.6352,207.1740,207.8982,208.6260,209.2359,209.9820,210.7328,211.3587,212.1094,212.8530,213.4555,214.4629,215.0903,215.4933,216.3103,216.8648,217.3057,218.3827,219.1424,219.5695,220.2762,220.8292,221.9312,222.6013,222.8941,223.4521,224.0021,224.5610,225.1931,225.8875,226.6086,227.2806,227.8851,228.4333,229.0741,229.7462,230.3928,231.0010,231.5898,232.1382,232.7428,233.3451,233.9109,234.4208,234.9079,235.4126,235.9491,236.5086,237.0707,237.6190,238.1486,238.6691,239.1775,239.7025,240.2447,240.7836,241.3111,241.8405,242.3578,242.8704,243.3866,243.9128,244.4446,244.9824,245.5220,246.0490,246.5651,247.0857,247.6161,248.1406,248.6591,249.1886,249.7215,250.2540
Player68OnsetTimes,200.7671,202.8622,203.3294,204.1503,204.7495,205.1969,206.0101,206.6352,207.2530,207.9641,208.6427,209.7664,210.5045,210.8733,211.3426,211.9836,212.7240,213.4090,213.9926,214.6382,215.3855,216.1187,216.7545,217.3380,217.9570,218.6941,219.4275,220.1161,220.7817,221.4696,222.1808,222.8478,223.4521,224.0631,224.6402,225.2570,225.9191,226.6086,227.2806,227.8998,228.4640,229.1209,229.8075,230.4423,231.0164,231.5898,232.1382,232.7577,233.3929,233.9569,234.4532,234.9236,235.4284,235.9798,236.5547,237.1184,237.6494,238.1649,238.6691,239.1935,239.7337,240.2748,240.7999,241.3259,241.8553,242.3730,242.8867,243.4194,243.9622,244.4941,245.0149,245.5220,246.0325,246.5651,247.1018,247.6471,248.1722,248.6907,249.2036,249.7215,250.2540
Player69OnsetTimes,200.2545,202.8773,203.7290,204.1354,204.4520,205.3532,205.9792,206.9996,207.6447,208.0902,208.8673,209.3300,209.8912,211.2328,211.9184,212.3012,212.6224,213.4881,214.1494,214.7455,215.3699,216.0039,216.6261,217.9227,218.6291,218.9268,219.3981,220.3866,221.0485,221.5159,222.0112,223.1883,223.8889,224.2219,224.6877,225.6077,226.1994,226.5927,227.4326,228.0207,228.4333,229.4972,230.1530,230.4746,230.7606,231.7664,232.4468,232.8870,233.2349,233.6613,234.2122,234.8447,235.4757,236.0425,236.5244,236.9926,237.4924,238.0412,238.6225,239.1935,239.7179,240.2265,240.7203,241.2328,241.7741,242.3254,242.8552,243.3716,243.8814,244.3971,244.9341,245.4767,246.0175,246.5496,247.0677,247.5834,248.1074,248.6261,249.1575,249.6899,250.2234
Player70OnsetTimes,200.3017,202.9233,203.7466,204.1190,204.4196,205.3532,205.9944,206.5096,207.1405,207.9475,208.7070,209.2851,209.9668,210.6816,211.3114,212.1094,212.8840,213.4881,213.9755,215.1826,215.9537,216.2951,216.7387,217.6269,218.2550,218.7868,219.8303,220.4507,220.8138,221.6856,222.3671,222.8478,223.2978,224.4829,225.1583,225.4389,225.9659,227.0297,227.6332,227.9299,228.4790,229.0741,229.7128,230.3454,230.9546,231.5596,232.1228,232.7273,233.3294,233.8954,234.4044,234.8924,235.3975,235.9491,236.5086,237.0542,237.5879,238.1173,238.6380,239.1620,239.6870,240.2265,240.7679,241.2953,241.8231,242.3410,242.8552,243.3866,243.9290,244.4596,244.9824,245.4921,246.0175,246.5496,247.0857,247.6161,248.1406,248.6591,249.1732,249.7055,250.2390
Player71OnsetTimes,201.8694,202.9079,203.4379,203.8112,204.8288,205.5108,205.8559,206.6198,207.3315,208.0435,208.6427,209.6136,210.3351,210.7957,211.4830,212.1715,212.8076,213.3443,214.3854,215.0755,215.5241,216.3103,216.8172,217.6422,218.1913,218.6790,219.7684,220.4341,220.8138,221.6557,222.3060,222.7910,223.2670,224.4829,225.1583,225.4234,225.9039,226.9537,227.5866,227.9148,228.4943,229.0898,229.6970,230.3150,230.9226,231.5286,232.0914,232.7119,233.3294,233.8801,234.3722,234.8600,235.3823,235.9335,236.4939,237.0388,237.5725,238.0872,238.6076,239.1468,239.6870,240.2265,240.7531,241.2637,241.7918,242.3254,242.8552,243.3716,243.8964,244.4286,244.9657,245.4921,246.0023,246.5192,247.0516,247.5834,248.1232,248.6591,249.1732,249.6899,250.2072
Player72OnsetTimes,200.3790,202.4868,203.2523,203.9485,204.6204,205.2125,206.2409,206.8581,207.3158,207.8800,209.1453,209.7664,210.1385,210.8733,211.3743,212.0303,212.7553,213.4090,213.9755,214.6382,215.4016,216.1344,216.7545,217.3229,217.9570,218.7099,219.4588,220.1479,220.7979,221.4696,222.1808,222.8478,223.4521,224.0631,224.6402,225.2570,225.9191,226.6086,227.2806,227.9148,228.4943,229.1517,229.8075,230.4269,231.0164,231.6050,232.1529,232.7729,233.3929,233.9569,234.4532,234.9393,235.4434,235.9798,236.5398,237.1031,237.6494,238.1649,238.6845,239.2085,239.7337,240.2748,240.8165,241.3426,241.8553,242.3730,242.8867,243.4194,243.9622,244.4941,245.0149,245.5220,246.0490,246.5816,247.1172,247.6471,248.1722,248.6907,249.2036,249.7369,250.2710
Player73OnsetTimes,200.9048,202.4868,203.2369,203.9189,204.5896,205.1969,206.2556,206.8900,207.3315,207.8633,209.0985,209.7353,210.1385,210.9042,211.4044,212.0303,212.7240,213.3783,214.5565,215.2290,215.5555,216.1344,216.6261,217.7358,218.4441,218.8805,219.6160,220.1479,221.1585,221.7929,222.2115,222.9854,223.5296,224.0021,224.4979,225.7477,226.4793,226.7819,227.2181,228.1445,228.7246,229.1665,229.6076,230.7298,231.4032,231.7154,232.1529,232.6350,233.2018,233.8022,234.3884,234.9236,235.4284,235.9335,236.4626,237.0079,237.5560,238.1020,238.6380,239.1620,239.6721,240.1935,240.7203,241.2637,241.8067,242.3254,242.8387,243.3560,243.8814,244.4125,244.9497,245.4767,246.0023,246.5345,247.0677,247.6013,248.1232,248.6420,249.1575,249.6899,250.2234
Player74OnsetTimes,200.5307,202.6299,203.2833,203.8728,204.5127,205.1657,206.3520,206.9996,207.3785,207.8325,209.0050,209.6588,210.1221,211.0115,211.5326,212.0769,212.6738,213.9133,214.5412,214.8253,215.5087,216.0857,217.1341,217.7205,218.0521,218.9268,219.5852,220.0842,221.1281,221.8082,222.2433,223.0008,223.5296,223.9862,224.9708,225.6077,225.9961,226.7980,227.3723,227.8228,228.7559,229.4320,229.8545,230.2308,231.2318,231.9052,232.2599,232.6049,233.0920,233.7258,234.3884,234.9867,235.4917,235.9491,236.4312,236.9617,237.5405,238.1173,238.6691,239.1775,239.6721,240.1935,240.7203,241.2637,241.8067,242.3410,242.8552,243.3716,243.8964,244.4286,244.9657,245.4921,246.0023,246.5192,247.0516,247.5834,248.1232,248.6591,249.1732,249.6899,250.2072
Player75OnsetTimes,200.4087,202.5188,203.2523,203.9189,204.5896,205.2125,206.2724,206.8900,207.3315,207.8633,209.0985,209.7353,210.1385,210.9042,211.4044,212.0303,212.7401,213.3939,213.9755,214.6382,215.4016,216.1344,216.7545,217.3229,217.9570,218.7099,219.4588,220.1479,220.7979,221.4696,222.1808,222.8478,223.4521,224.0631,224.6402,225.2570,225.9191,226.6086,227.2806,227.9148,228.4943,229.1517,229.8075,230.4269,231.0164,231.6050,232.1529,232.7729,233.3929,233.9569,234.4532,234.9393,235.4434,235.9798,236.5398,237.1031,237.6494,238.1649,238.6845,239.2085,239.7337,240.2748,240.8165,241.3426,241.8553,242.3730,242.8867,243.4194,243.9622,244.4941,245.0149,245.5220,246.0490,246.5816,247.1172,247.6471,248.1722,248.6907,249.2036,249.7215,250.2540
Player76OnsetTimes,200.2240,202.8471,203.7123,204.1354,204.4671,205.3688,205.9792,206.9843,207.6295,208.0902,208.8831,209.3448,209.8912,211.2169,211.9032,212.3012,212.6224,213.4881,214.1494,214.7455,215.3699,216.0039,216.6261,217.9227,218.6291,218.9268,219.3981,220.3866,221.0485,221.5159,222.0112,223.1883,223.8889,224.2219,224.6877,225.6077,226.1994,226.5927,227.4326,228.0207,228.4333,229.4972,230.1530,230.4746,230.7606,231.7664,232.4468,232.8870,233.2349,233.6613,234.2122,234.8447,235.4757,236.0425,236.5398,237.0079,237.4924,238.0256,238.6076,239.1775,239.7179,240.2265,240.7203,241.2328,241.7741,242.3254,242.8552,243.3716,243.8964,244.4286,244.9497,245.4767,246.0023,246.5345,247.0677,247.6013,248.1232,248.6420,249.1575,249.6748,250.2072
Player77OnsetTimes,200.4693,202.5813,203.2675,203.8876,204.5428,205.1805,206.3046,206.9522,207.3622,207.8484,209.0521,209.7050,210.1385,210.9508,211.4509,212.0466,212.7066,213.3443,214.5565,215.2595,215.5878,216.1187,217.0574,217.6269,218.0201,219.0490,219.7234,220.1327,220.9869,221.6402,222.1808,222.6812,223.2517,223.9527,224.6560,225.3319,225.9659,226.5778,227.1871,227.8076,228.4183,229.1209,229.8075,230.4269,230.9864,231.5442,232.0914,232.7273,233.3780,233.9569,234.4532,234.9079,235.3975,235.9491,236.5244,237.0878,237.6190,238.1327,238.6530,239.1775,239.7025,240.2447,240.7836,241.3111,241.8405,242.3578,242.8704,243.3866,243.9128,244.4446,244.9824,245.5220,246.0490,246.5651,247.0857,247.6161,248.1406,248.6740,249.2036,249.7215,250.2390
Player78OnsetTimes,200.4844,202.5968,203.2833,203.8876,204.5279,205.1657,206.3195,206.9688,207.3785,207.8633,209.0358,209.6741,210.1221,210.9811,211.5003,212.0769,212.7066,213.9292,214.5253,214.7940,215.4933,216.1032,216.6438,217.7831,218.4742,218.8805,219.5852,220.1161,221.1740,221.8378,222.2433,222.9545,223.4836,223.9862,224.5154,225.7933,226.5103,226.7819,227.1871,228.1138,228.7084,229.1665,229.6232,230.7458,231.4185,231.7301,232.1529,232.6197,233.1851,233.8022,234.4044,234.9393,235.4284,235.9184,236.4461,237.0079,237.5725,238.1173,238.6380,239.1468,239.6567,240.1935,240.7370,241.2798,241.8067,242.3254,242.8387,243.3560,243.8814,244.4125,244.9497,245.4767,246.0023,246.5345,247.0677,247.6013,248.1232,248.6420,249.1575,249.6899,250.2234
Player79OnsetTimes,200.1459,202.7684,203.6972,204.1817,204.5279,205.3688,205.9334,206.9352,207.6140,208.1202,208.9291,209.3772,209.8912,211.1698,211.8560,212.2858,212.6585,213.5685,214.1958,214.7297,215.3081,216.6108,217.2904,217.4977,218.1451,218.7406,219.3308,220.5944,221.3124,221.6253,222.2264,222.7276,223.2670,223.9194,224.6082,225.2866,225.9342,226.5778,227.2019,227.8228,228.4183,229.1059,229.7922,230.4269,230.9864,231.5442,232.0914,232.7119,233.3451,233.9265,234.4367,234.9079,235.3975,235.9335,236.5086,237.0878,237.6340,238.1327,238.6225,239.1468,239.6870,240.2447,240.7836,241.3111,241.8231,242.3410,242.8552,243.3866,243.9290,244.4596,244.9824,245.5069,246.0325,246.5496,247.0677,247.6013,248.1406,248.6740,249.1886,249.7055,250.2390
Player80OnsetTimes,200.2545,202.8773,203.7290,204.1354,204.4520,205.3532,205.9792,206.9996,207.6447,208.0902,208.8673,209.3300,209.8912,211.2328,211.9184,212.3012,212.6224,213.4881,214.1494,214.7455,215.3699,216.0039,216.6261,217.9227,218.6291,218.9268,219.3981,220.3866,221.0485,221.5159,222.0112,223.1883,223.8889,224.2219,224.6877,225.6077,226.1994,226.5927,227.4326,228.0207,228.4333,229.4972,230.1530,230.4746,230.7606,231.7664,232.4468,232.8870,233.2349,233.6613,234.2122,234.8447,235.4757,236.0425,236.5244,236.9926,237.4924,238.0412,238.6225,239.1935,239.7179,240.2265,240.7203,241.2328,241.7741,242.3254,242.8552,243.3716,243.8814,244.3971,244.9341,245.4767,246.0175,246.5496,247.0677,247.5834,248.1074,248.6261,249.1575,249.6899,250.2234
Player81OnsetTimes,201.2495,202.8159,203.3454,203.7957,204.3884,205.7911,206.4621,206.6516,207.2230,207.9132,208.6093,209.7966,210.5499,210.8889,211.2815,212.5304,213.3132,213.5841,214.0083,215.0143,215.7298,216.1654,216.8648,217.3863,218.4131,219.0803,219.4588,220.2099,220.8138,221.3899,222.0422,222.7124,223.3754,224.0471,224.6560,225.2426,225.8574,226.5260,227.2019,227.8541,228.4486,229.1059,229.7617,230.3776,230.9546,231.5442,232.1072,232.7273,233.3451,233.9109,234.4208,234.9079,235.4126,235.9491,236.5086,237.0707,237.6033,238.1173,238.6380,239.1620,239.7025,240.2447,240.7679,241.2798,241.8067,242.3410,242.8704,243.4039,243.9290,244.4446,244.9657,245.4921,246.0175,246.5496,247.0857,247.6161,248.1406,248.6591,249.1732,249.7055,250.2390
Player82OnsetTimes,200.3790,202.4868,203.2523,203.9485,204.6204,205.2125,206.2409,206.8581,207.3158,207.8800,209.1453,209.7664,210.1385,210.8733,211.3743,212.0303,212.7553,213.4090,213.9755,214.6382,215.4016,216.1344,216.7545,217.3229,217.9570,218.7099,219.4588,220.1479,220.7979,221.4696,222.1808,222.8478,223.4521,224.0631,224.6402,225.2570,225.9191,226.6086,227.2806,227.9148,228.4943,229.1517,229.8075,230.4269,231.0164,231.6050,232.1529,232.7729,233.3929,233.9569,234.4532,234.9393,235.4434,235.9798,236.5398,237.1031,237.6494,238.1649,238.6845,239.2085,239.7337,240.2748,240.8165,241.3426,241.8553,242.3730,242.8867,243.4194,243.9622,244.4941,245.0149,245.5220,246.0490,246.5816,247.1172,247.6471,248.1722,248.6907,249.2036,249.7369,250.2710
Player83OnsetTimes,200.6756,202.7684,203.3140,203.7957,204.4037,205.8064,206.4777,206.6679,207.2230,207.9132,208.6093,209.7966,210.5499,210.8889,211.2963,212.5622,213.3283,213.5841,214.0083,215.0143,215.7298,216.1654,216.8957,217.4183,218.3978,219.0490,219.4427,220.2428,220.8612,221.4223,222.0422,222.6970,223.3602,224.0471,224.6560,225.2570,225.8725,226.5453,227.2181,227.8541,228.4486,229.1059,229.7771,230.4093,230.9864,231.5596,232.1072,232.7273,233.3451,233.9109,234.4208,234.9079,235.4126,235.9491,236.5086,237.0707,237.6190,238.1327,238.6380,239.1620,239.7025,240.2447,240.7679,241.2953,241.8231,242.3410,242.8704,243.4039,243.9290,244.4446,244.9657,245.4921,246.0325,246.5651,247.0857,247.6161,248.1406,248.6591,249.1886,249.7215,250.2540
Player84OnsetTimes,200.6598,202.7535,203.2988,203.7957,204.4196,205.1178,206.4308,207.1250,207.4414,207.8015,208.8673,209.5513,210.1221,210.6484,211.6895,212.5002,212.9921,213.5994,213.9926,214.9987,215.7298,216.1819,216.9126,217.4352,218.4131,219.0652,219.4588,220.2592,220.8766,221.4389,222.0575,222.6970,223.3602,224.0471,224.6711,225.2715,225.8875,226.5453,227.2181,227.8698,228.4640,229.1209,229.7771,230.3928,230.9702,231.5596,232.1228,232.7428,233.3623,233.9265,234.4208,234.9079,235.4126,235.9641,236.5244,237.0878,237.6190,238.1327,238.6530,239.1775,239.7025,240.2447,240.7836,241.3111,241.8405,242.3578,242.8704,243.3866,243.9128,244.4446,244.9824,245.5220,246.0490,246.5651,247.0857,247.6161,248.1406,248.6740,249.2036,249.7215,250.2390
Player85OnsetTimes,200.1157,202.7383,203.6972,204.2151,204.5594,205.3532,205.9029,206.9203,207.6140,208.1202,208.9291,209.3772,209.8912,211.1698,211.8560,212.2858,212.6585,213.5685,214.1958,214.7297,215.3232,215.9690,216.6261,217.3057,218.0201,218.7705,219.4588,220.0842,220.7214,221.4223,222.1808,222.8620,223.4521,224.0471,224.6237,225.2426,225.9039,226.5927,227.2657,227.8998,228.4790,229.1364,229.7922,230.4093,231.0010,231.5898,232.1529,232.7729,233.3780,233.9265,234.4367,234.9236,235.4284,235.9798,236.5398,237.1031,237.6340,238.1486,238.6691,239.1935,239.7179,240.2594,240.7999,241.3259,241.8405,242.3578,242.8867,243.4194,243.9446,244.4792,244.9977,245.5220,246.0490,246.5816,247.1018,247.6161,248.1406,248.6740,249.2036,249.7369,250.2710
Player86OnsetTimes,200.1612,202.7852,203.6972,204.1656,204.5127,205.3846,205.9642,206.9352,207.5821,208.0902,208.9586,209.4251,209.9216,211.1235,211.7814,212.2536,212.6738,213.6300,214.2419,214.7297,215.2755,216.5754,217.2751,217.5139,217.9570,219.1268,219.8454,220.1946,220.8612,221.4543,222.0894,222.7124,223.3449,224.0166,224.6402,225.2570,225.8875,226.5621,227.2181,227.8541,228.4486,229.1209,229.7922,230.4093,230.9702,231.5442,232.1072,232.7428,233.3780,233.9265,234.4044,234.8763,235.3975,235.9641,236.5398,237.0878,237.6033,238.1173,238.6380,239.1775,239.7179,240.2594,240.7836,241.2953,241.8067,242.3254,242.8552,243.4039,243.9446,244.4596,244.9657,245.4921,246.0325,246.5651,247.0857,247.6161,248.1406,248.6591,249.1886,249.7215,250.2540
Player87OnsetTimes,200.4539,202.5658,203.2675,203.9032,204.5594,205.1805,206.2879,206.9352,207.3622,207.8633,209.0678,209.7050,210.1385,210.9508,211.4509,212.0466,212.7066,213.3443,214.5565,215.2595,215.5878,216.1187,217.0574,217.6269,218.0201,219.0490,219.7234,220.1327,220.9869,221.6402,222.1808,222.6812,223.2517,223.9527,224.6560,225.3319,225.9659,226.5778,227.1871,227.8076,228.4183,229.1209,229.8075,230.4269,230.9864,231.5442,232.0914,232.7273,233.3780,233.9569,234.4532,234.9079,235.3975,235.9491,236.5244,237.0878,237.6190,238.1327,238.6530,239.1775,239.7025,240.2447,240.7836,241.3111,241.8405,242.3578,242.8704,243.3866,243.9128,244.4446,244.9824,245.5220,246.0490,246.5651,247.0857,247.6161,248.1406,248.6740,249.2036,249.7215,250.2390
Player88OnsetTimes,201.5287,202.5813,203.1105,204.3395,205.1025,205.4002,205.9642,206.8900,207.5358,208.0591,208.9586,209.4402,209.9216,211.0907,211.7363,212.2048,212.6416,213.6452,214.2740,214.7455,215.7759,216.4052,216.7232,217.4027,218.0201,218.6790,219.3510,220.6882,221.3743,221.6096,222.1042,223.1247,223.7342,224.0958,224.7503,225.2866,225.8239,227.0752,227.7587,227.9908,228.4943,229.0283,229.6232,230.2823,230.9391,231.5743,232.1228,232.6968,233.2822,233.8492,234.3722,234.8763,235.3823,235.9184,236.4786,237.0388,237.5725,238.0872,238.6076,239.1468,239.6870,240.2265,240.7531,241.2637,241.7741,242.2943,242.8387,243.3866,243.9128,244.4286,244.9497,245.4767,246.0023,246.5345,247.0677,247.6013,248.1232,248.6420,249.1575,249.6748,250.2072
Player89OnsetTimes,200.1763,202.8005,203.7123,204.1817,204.5127,205.3532,205.9334,206.9522,207.6295,208.1202,208.9136,209.3624,209.8912,211.1862,211.8732,212.2858,212.6416,213.5361,214.1805,214.7455,215.3380,215.9690,216.6261,217.3057,218.0201,218.7705,219.4588,220.0842,220.7214,221.4223,222.1653,222.8478,223.4521,224.0471,224.6237,225.2426,225.9039,226.5927,227.2657,227.8998,228.4790,229.1364,229.7922,230.4093,231.0010,231.5898,232.1529,232.7729,233.3780,233.9265,234.4208,234.9079,235.4284,235.9798,236.5398,237.0878,237.6190,238.1486,238.6691,239.1935,239.7179,240.2594,240.7999,241.3259,241.8405,242.3578,242.8867,243.4194,243.9446,244.4792,244.9977,245.5220,246.0490,246.5816,247.1018,247.6161,248.1406,248.6740,249.2036,249.7369,250.2710
Player90OnsetTimes,200.5465,202.6452,203.2833,203.8571,204.4973,205.1502,206.3342,206.9996,207.3933,207.8484,208.9906,209.6440,210.1221,211.0268,211.5491,212.0934,212.6903,213.8973,214.5097,214.8100,215.5241,216.1187,216.6438,217.7831,218.4742,218.8805,219.5852,220.1161,221.1585,221.8231,222.2433,222.9692,223.4984,223.9862,224.4979,225.7631,226.4946,226.7819,227.1871,228.1138,228.7084,229.1665,229.6232,230.7458,231.4185,231.7301,232.1382,232.6049,233.1851,233.8174,234.4208,234.9549,235.4284,235.9029,236.4312,236.9926,237.5725,238.1327,238.6530,239.1468,239.6567,240.1935,240.7370,241.2798,241.8067,242.3254,242.8387,243.3560,243.8814,244.4125,244.9497,245.4767,246.0023,246.5345,247.0677,247.6013,248.1232,248.6420,249.1575,249.6899,250.2234
Player91OnsetTimes,200.2078,202.8320,203.7123,204.1503,204.4825,205.3688,205.9642,206.9688,207.6295,208.1050,208.8979,209.3448,209.8912,211.2169,211.9032,212.3012,212.6224,213.4881,214.1494,214.7455,215.3699,216.0039,216.6261,217.9227,218.6291,218.9268,219.3981,220.3866,221.0485,221.5159,222.0112,223.1883,223.8889,224.2219,224.6877,225.6077,226.1994,226.5927,227.4326,228.0207,228.4333,229.4972,230.1530,230.4746,230.7606,231.7664,232.4468,232.8870,233.2349,233.6613,234.2122,234.8447,235.4757,236.0425,236.5398,237.0079,237.4924,238.0256,238.6076,239.1775,239.7179,240.2265,240.7203,241.2328,241.7741,242.3254,242.8552,243.3716,243.8964,244.4286,244.9497,245.4767,246.0023,246.5345,247.0677,247.6013,248.1232,248.6420,249.1575,249.6748,250.2072
Player92OnsetTimes,201.0449,202.6299,203.1738,203.7619,204.4825,205.2125,206.4308,207.0462,207.3622,207.7859,208.9586,209.6440,210.1385,211.0268,211.5326,212.0622,212.6585,213.8973,214.5253,214.8100,215.4933,216.0857,216.6261,217.7984,218.5055,218.8962,219.5377,220.0506,221.1740,221.8846,222.2903,222.9238,223.4067,223.9194,224.4979,225.1763,225.9039,226.6239,227.2657,227.8541,228.4031,229.0593,229.7617,230.4269,231.0164,231.5743,232.0914,232.6968,233.3294,233.9109,234.4208,234.9079,235.4126,235.9491,236.5086,237.0707,237.6033,238.1173,238.6380,239.1620,239.7025,240.2447,240.7679,241.2953,241.8231,242.3410,242.8552,243.3866,243.9290,244.4596,244.9824,245.5069,246.0325,246.5496,247.0677,247.6013,248.1406,248.6740,249.1886,249.7055,250.2390
Player93OnsetTimes,200.1306,202.7535,203.6972,204.1980,204.5428,205.3532,205.9184,206.9352,207.6295,208.1355,208.9291,209.3624,209.8912,211.1862,211.8732,212.2858,212.6416,213.5524,214.1958,214.7455,215.3380,215.9690,216.6261,217.3057,218.0201,218.7705,219.4588,220.0842,220.7214,221.4223,222.1808,222.8620,223.4521,224.0471,224.6237,225.2426,225.9039,226.5927,227.2657,227.8998,228.4790,229.1364,229.7922,230.4093,231.0010,231.5898,232.1529,232.7729,233.3780,233.9265,234.4208,234.9079,235.4284,235.9798,236.5398,237.0878,237.6190,238.1486,238.6691,239.1935,239.7179,240.2594,240.7999,241.3259,241.8405,242.3578,242.8867,243.4194,243.9446,244.4792,244.9977,245.5220,246.0490,246.5816,247.1018,247.6161,248.1406,248.6740,249.2036,249.7369,250.2710
