Player8OnsetTimes,84.1713,86.2589,86.9352,87.5351,88.1735,89.4775,90.1386,90.4901,90.7793,91.7529,92.4275,92.8829,93.2481,94.2026,94.8029,95.2020,95.5608,96.5460,97.1520,97.4643,97.7106,98.5990,99.2411,99.6451,99.9698,100.3851,100.9488,101.6090,102.2299,102.7750,103.2566,103.7337,104.2499,104.8076,105.9646,106.5374,107.0512,107.5395,108.0431,108.5769,109.1422,109.7004,110.2319,110.7621,111.2737,111.7939,112.3322,112.8885,113.4352,113.9692,114.4762,114.9952,115.5359,116.0766,116.6052,117.1301,117.6578,118.1814,118.7068,119.2453,119.7944,120.3299,120.8578,121.3747,121.8972
Player9OnsetTimes,83.7355,86.3665,87.3666,87.8925,88.2192,89.0109,89.6359,90.3194,90.9802,91.5991,92.1255,92.6943,93.2796,93.9010,94.4913,95.1149,95.7168,96.2837,96.7994,97.3125,97.8323,98.4139,98.9914,99.5676,100.0958,100.5950,101.0910,101.6090,102.1548,102.7142,103.2732,103.8088,104.3339,104.8539,105.9494,106.5079,107.0512,107.5871,108.1088,108.6368,109.1741,109.7158,110.2473,110.7790,111.3053,111.8429,112.3772,112.9057,113.4352,113.9692,114.5139,115.0439,115.5662,116.0927,116.6202,117.1455,117.6730,118.2116,118.7555,119.2900,119.8098,120.3299,120.8578,121.3900,121.9276
Player10OnsetTimes,83.8314,86.4724,87.3989,87.8483,88.1436,88.9957,89.6677,90.3655,91.0109,91.5991,92.1089,92.6788,93.2796,93.9161,94.5067,95.1149,95.7018,96.2662,96.7836,97.3125,97.8472,98.4139,98.9763,99.5368,100.0801,100.5950,101.1067,101.6248,102.1548,102.6993,103.2566,103.8088,104.3506,104.8842,105.9494,106.4935,107.0351,107.5871,108.1254,108.6515,109.1741,109.7004,110.2319,110.7790,111.3209,111.8429,112.3619,112.8885,113.4352,113.9852,114.5139,115.0273,115.5512,116.0766,116.6052,117.1455,117.6881,118.2270,118.7555,119.2750,119.7944,120.3299,120.8733,121.4052,121.9276
Player11OnsetTimes,83.8610,86.4878,87.3989,87.8332,88.1268,89.4169,90.1085,90.4901,90.8115,91.7844,92.4275,92.8514,93.2168,94.2026,94.8180,95.2020,95.5458,96.5303,97.1520,97.4643,97.7106,98.5829,99.2249,99.6451,99.9858,100.4001,100.9488,101.5936,102.2151,102.7597,103.2414,103.7193,104.2348,104.7927,105.9805,106.5672,107.0663,107.5395,108.0280,108.5609,109.1278,109.7004,110.2473,110.7621,111.2588,111.7784,112.3175,112.8738,113.4197,113.9543,114.4762,114.9952,115.5359,116.0766,116.6052,117.1301,117.6428,118.1659,118.7068,119.2453,119.7786,120.3154,120.8419,121.3747,121.9119
Player12OnsetTimes,84.3264,86.4270,86.9977,87.4644,88.6332,89.3293,89.6528,90.5361,91.1829,91.6296,92.0014,93.0987,93.7753,94.0875,94.5067,95.4322,96.0069,96.3298,96.6107,97.5248,98.1645,98.5674,98.8736,99.3062,99.8905,100.5500,101.1699,101.7028,102.1693,102.6363,103.1505,103.7193,104.3024,104.8689,105.9646,106.4935,106.9962,107.5238,108.0759,108.6217,109.1571,109.6856,110.2023,110.7236,111.2588,111.8105,112.3619,112.9057,113.4197,113.9387,114.4612,114.9952,115.5359,116.0766,116.6052,117.1301,117.6578,118.1814,118.7068,119.2453,119.7944,120.3299,120.8578,121.3747,121.8972
Player13OnsetTimes,83.8314,86.4724,87.3989,87.8483,88.1436,88.9957,89.6677,90.3655,91.0109,91.5991,92.1089,92.6788,93.2796,93.9161,94.5067,95.1149,95.7018,96.2662,96.7836,97.3125,97.8472,98.4139,98.9763,99.5368,100.0801,100.5950,101.1067,101.6248,102.1548,102.6993,103.2566,103.8088,104.3506,104.8842,105.9494,106.4935,107.0351,107.5871,108.1254,108.6515,109.1741,109.7004,110.2319,110.7790,111.3209,111.8429,112.3619,112.8885,113.4352,113.9852,114.5139,115.0273,115.5512,116.0766,116.6052,117.1455,117.6881,118.2270,118.7555,119.2750,119.7944,120.3299,120.8733,121.4052,121.9276
Player14OnsetTimes,84.6795,86.2442,86.8607,87.4644,88.1436,89.5400,90.2156,90.5056,90.9802,91.4573,91.9713,92.6484,93.3414,93.9969,94.5214,95.0671,95.6379,96.2327,96.7994,97.3433,97.8635,98.4139,98.9600,99.5211,100.0638,100.5800,101.0910,101.6090,102.1548,102.7142,103.2566,103.7937,104.3179,104.8539,105.9494,106.5079,107.0351,107.5714,108.1088,108.6368,109.1571,109.6856,110.2172,110.7621,111.3053,111.8429,112.3772,112.9057,113.4352,113.9692,114.4986,115.0273,115.5512,116.0766,116.6052,117.1455,117.6881,118.2116,118.7395,119.2600,119.7944,120.3299,120.8578,121.3900,121.9276
Player15OnsetTimes,84.0448,86.1356,86.9045,87.5988,88.2497,89.4626,90.0624,90.4273,90.7793,91.8485,92.5211,92.9141,93.2168,94.1189,94.7417,95.2020,95.6075,96.1025,96.6898,97.3281,97.9233,98.4742,98.9763,99.4908,100.0162,100.5500,101.0910,101.6399,102.1862,102.7142,103.2414,103.7636,104.3024,104.8539,105.9805,106.5374,107.0512,107.5551,108.0759,108.6062,109.1571,109.7004,110.2319,110.7621,111.2893,111.8273,112.3619,112.9057,113.4352,113.9543,114.4762,115.0110,115.5512,116.0927,116.6202,117.1455,117.6730,118.1962,118.7236,119.2600,119.7944,120.3299,120.8578,121.3900,121.9276
Player16OnsetTimes,83.8314,86.4724,87.3989,87.8483,88.1436,88.9957,89.6677,90.3655,91.0109,91.5991,92.1089,92.6788,93.2796,93.9161,94.5067,95.1149,95.7018,96.2662,96.7836,97.3125,97.8472,98.4139,98.9763,99.5368,100.0801,100.5950,101.1067,101.6248,102.1548,102.6993,103.2566,103.8088,104.3506,104.8842,105.9494,106.4935,107.0351,107.5871,108.1254,108.6515,109.1741,109.7004,110.2319,110.7790,111.3209,111.8429,112.3619,112.8885,113.4352,113.9852,114.5139,115.0273,115.5512,116.0766,116.6052,117.1455,117.6881,118.2270,118.7555,119.2750,119.7944,120.3299,120.8733,121.4052,121.9276
Player17OnsetTimes,83.7790,86.3813,87.3518,87.8631,88.1882,89.0109,89.6528,90.3346,90.9802,91.5837,92.1089,92.6943,93.2949,93.9161,94.4913,95.1002,95.7018,96.2837,96.8172,97.3281,97.8472,98.4139,98.9914,99.5520,100.0801,100.5950,101.1067,101.6248,102.1548,102.6993,103.2566,103.8088,104.3506,104.8842,105.9494,106.4935,107.0351,107.5871,108.1254,108.6515,109.1741,109.7004,110.2319,110.7790,111.3209,111.8594,112.3772,112.9057,113.4352,113.9692,114.5139,115.0439,115.5662,116.0927,116.6202,117.1455,117.6730,118.2116,118.7555,119.2900,119.8098,120.3299,120.8578,121.3900,121.9276
Player18OnsetTimes,83.8314,86.4724,87.3989,87.8483,88.1436,88.9957,89.6677,90.3655,91.0109,91.5991,92.1089,92.6788,93.2796,93.9161,94.5067,95.1149,95.7018,96.2662,96.7836,97.3125,97.8472,98.4139,98.9763,99.5368,100.0801,100.5950,101.1067,101.6248,102.1548,102.6993,103.2566,103.8088,104.3506,104.8842,105.9494,106.4935,107.0351,107.5871,108.1254,108.6515,109.1741,109.7004,110.2319,110.7790,111.3209,111.8429,112.3619,112.8885,113.4352,113.9852,114.5139,115.0273,115.5512,116.0766,116.6052,117.1455,117.6881,118.2270,118.7555,119.2750,119.7944,120.3299,120.8733,121.4052,121.9276
Player19OnsetTimes,84.1548,86.2442,86.9352,87.5509,88.1882,89.4775,90.1232,90.4746,90.7793,91.7844,92.4596,92.8986,93.2481,94.1866,94.7878,95.2020,95.5765,96.0711,96.6735,97.3281,97.9384,98.4900,98.9763,99.4739,100.0006,100.5500,101.1067,101.6554,102.1862,102.6993,103.2257,103.7636,104.3024,104.8539,105.9494,106.5079,107.0351,107.5551,108.0924,108.6217,109.1571,109.6856,110.2172,110.7621,111.3053,111.8429,112.3619,112.8885,113.4197,113.9543,114.4986,115.0273,115.5512,116.0766,116.6052,117.1455,117.6730,118.1962,118.7236,119.2600,119.7944,120.3299,120.8578,121.3900,121.9119
Player20OnsetTimes,83.8314,86.4724,87.3989,87.8483,88.1436,88.9957,89.6677,90.3655,91.0109,91.5991,92.1089,92.6788,93.2796,93.9161,94.5067,95.1149,95.7018,96.2662,96.7836,97.3125,97.8472,98.4139,98.9763,99.5368,100.0801,100.5950,101.1067,101.6248,102.1548,102.6993,103.2566,103.8088,104.3506,104.8842,105.9494,106.4935,107.0351,107.5871,108.1254,108.6515,109.1741,109.7004,110.2319,110.7790,111.3209,111.8429,112.3619,112.8885,113.4352,113.9852,114.5139,115.0273,115.5512,116.0766,116.6052,117.1455,117.6881,118.2270,118.7555,119.2750,119.7944,120.3299,120.8733,121.4052,121.9276
Player21OnsetTimes,83.7790,86.3813,87.3518,87.8631,88.1882,89.0109,89.6528,90.3346,90.9802,91.5837,92.1089,92.6943,93.2949,93.9161,94.4913,95.1002,95.7018,96.2837,96.8172,97.3281,97.8472,98.4139,98.9914,99.5520,100.0801,100.5950,101.1067,101.6248,102.1548,102.6993,103.2566,103.8088,104.3506,104.8842,105.9494,106.4935,107.0351,107.5871,108.1254,108.6515,109.1741,109.7004,110.2319,110.7790,111.3209,111.8594,112.3772,112.9057,113.4352,113.9692,114.5139,115.0439,115.5662,116.0927,116.6202,117.1455,117.6730,118.2116,118.7555,119.2900,119.8098,120.3299,120.8578,121.3900,121.9276
Player22OnsetTimes,84.7477,86.3201,86.8288,87.9096,88.6170,88.9957,89.6359,90.3346,90.9950,91.5991,92.1089,92.6788,93.2796,93.9010,94.4744,95.0821,95.6852,96.2662,96.7994,97.3281,97.8472,98.3984,98.9600,99.5368,100.0801,100.5950,101.0910,101.6090,102.1548,102.7142,103.2566,103.7937,104.3179,104.8539,105.9494,106.5079,107.0351,107.5714,108.1088,108.6368,109.1571,109.6856,110.2172,110.7621,111.3053,111.8429,112.3772,112.9057,113.4352,113.9692,114.4986,115.0273,115.5512,116.0766,116.6052,117.1455,117.6881,118.2116,118.7395,119.2600,119.7944,120.3299,120.8733,121.4052,121.9276
Player23OnsetTimes,84.5882,86.1504,86.8898,87.5670,88.2347,89.4936,90.1085,90.4437,90.7628,91.8016,92.4752,92.8986,93.2320,94.1643,94.7723,95.2020,95.5765,96.0711,96.6735,97.3281,97.9233,98.4742,98.9763,99.4908,100.0162,100.5500,101.0910,101.6248,102.1548,102.6826,103.2257,103.7636,104.3024,104.8539,105.9494,106.5079,107.0351,107.5551,108.0759,108.6062,109.1422,109.6856,110.2319,110.7790,111.3053,111.8273,112.3468,112.8738,113.4197,113.9692,114.5139,115.0273,115.5359,116.0623,116.6052,117.1455,117.6730,118.1962,118.7236,119.2600,119.7944,120.3299,120.8578,121.3900,121.9119
Player24OnsetTimes,84.7477,86.3201,86.8288,87.9096,88.6170,88.9957,89.6359,90.3346,90.9950,91.5991,92.1089,92.6788,93.2796,93.9010,94.4744,95.0821,95.6852,96.2662,96.7994,97.3281,97.8472,98.3984,98.9600,99.5368,100.0801,100.5950,101.0910,101.6090,102.1548,102.7142,103.2566,103.7937,104.3179,104.8539,105.9494,106.5079,107.0351,107.5714,108.1088,108.6368,109.1571,109.6856,110.2172,110.7621,111.3053,111.8429,112.3772,112.9057,113.4352,113.9692,114.4986,115.0273,115.5512,116.0766,116.6052,117.1455,117.6881,118.2116,118.7395,119.2600,119.7944,120.3299,120.8733,121.4052,121.9276
Player25OnsetTimes,84.6795,86.2442,86.8607,87.4644,88.1436,89.5400,90.2156,90.5056,90.9802,91.4573,91.9713,92.6484,93.3414,93.9969,94.5214,95.0671,95.6379,96.2327,96.7994,97.3433,97.8635,98.4139,98.9600,99.5211,100.0638,100.5800,101.0910,101.6090,102.1548,102.7142,103.2566,103.7937,104.3179,104.8539,105.9494,106.5079,107.0351,107.5714,108.1088,108.6368,109.1571,109.6856,110.2172,110.7621,111.3053,111.8429,112.3772,112.9057,113.4352,113.9692,114.4986,115.0273,115.5512,116.0766,116.6052,117.1455,117.6881,118.2116,118.7395,119.2600,119.7944,120.3299,120.8578,121.3900,121.9276
Player26OnsetTimes,83.8314,86.4724,87.3989,87.8483,88.1436,88.9957,89.6677,90.3655,91.0109,91.5991,92.1089,92.6788,93.2796,93.9161,94.5067,95.1149,95.7018,96.2662,96.7836,97.3125,97.8472,98.4139,98.9763,99.5368,100.0801,100.5950,101.1067,101.6248,102.1548,102.6993,103.2566,103.8088,104.3506,104.8842,105.9494,106.4935,107.0351,107.5871,108.1254,108.6515,109.1741,109.7004,110.2319,110.7790,111.3209,111.8429,112.3619,112.8885,113.4352,113.9852,114.5139,115.0273,115.5512,116.0766,116.6052,117.1455,117.6881,118.2270,118.7555,119.2750,119.7944,120.3299,120.8733,121.4052,121.9276
Player27OnsetTimes,83.7055,86.3350,87.3518,87.8925,88.2192,89.0109,89.6359,90.3194,90.9802,91.5991,92.1255,92.6943,93.2796,93.9010,94.4913,95.1149,95.7168,96.2837,96.7994,97.3125,97.8323,98.4139,98.9914,99.5676,100.0958,100.5950,101.0910,101.6090,102.1548,102.7142,103.2732,103.8088,104.3339,104.8689,105.9646,106.5227,107.0512,107.5714,108.1088,108.6515,109.1890,109.7158,110.2319,110.7621,111.3053,111.8429,112.3772,112.9057,113.4352,113.9692,114.5139,115.0439,115.5662,116.0927,116.6202,117.1455,117.6730,118.2116,118.7555,119.2900,119.8098,120.3299,120.8578,121.3900,121.9276
Player28OnsetTimes,83.8610,86.4878,87.3989,87.8332,88.1268,89.4169,90.1085,90.4901,90.8115,91.7844,92.4275,92.8514,93.2168,94.2026,94.8180,95.2020,95.5458,96.5303,97.1520,97.4643,97.7106,98.5829,99.2249,99.6451,99.9858,100.4001,100.9488,101.5936,102.2151,102.7597,103.2414,103.7193,104.2348,104.7927,105.9805,106.5672,107.0663,107.5395,108.0280,108.5609,109.1278,109.7004,110.2473,110.7621,111.2588,111.7784,112.3175,112.8738,113.4197,113.9543,114.4762,114.9952,115.5359,116.0766,116.6052,117.1301,117.6428,118.1659,118.7068,119.2453,119.7786,120.3154,120.8419,121.3747,121.9119
Player29OnsetTimes,84.0757,86.1659,86.9202,87.5833,88.2347,89.4775,90.0935,90.4437,90.7793,91.8175,92.4902,92.8986,93.2320,94.1643,94.7723,95.2020,95.5765,96.0711,96.6735,97.3281,97.9384,98.4900,98.9763,99.4739,100.0006,100.5500,101.1067,101.6554,102.1862,102.6993,103.2257,103.7636,104.3024,104.8539,105.9646,106.5227,107.0351,107.5551,108.0924,108.6368,109.1741,109.7004,110.2172,110.7389,111.2737,111.8273,112.3772,112.9206,113.4352,113.9543,114.4762,115.0110,115.5512,116.0927,116.6202,117.1455,117.6730,118.1962,118.7236,119.2600,119.7944,120.3299,120.8578,121.3900,121.9276
Player30OnsetTimes,84.5267,86.0889,86.9202,87.6449,88.2812,89.4321,90.0151,90.3963,90.7793,91.8790,92.5516,92.9141,93.1930,94.1040,94.7417,95.2020,95.6075,96.1025,96.6735,97.3125,97.9085,98.4742,98.9914,99.5054,100.0162,100.5500,101.0910,101.6248,102.1548,102.6826,103.2257,103.7784,104.3179,104.8539,105.9347,106.4935,107.0351,107.5714,108.0924,108.6217,109.1571,109.6856,110.2172,110.7621,111.2893,111.8273,112.3619,112.8885,113.4197,113.9543,114.4986,115.0273,115.5512,116.0766,116.6052,117.1455,117.6730,118.1962,118.7236,119.2600,119.7944,120.3299,120.8578,121.3900,121.9119
Player31OnsetTimes,84.3426,86.4572,87.0125,87.4644,88.6010,89.2986,89.6359,90.5716,91.2301,91.6598,92.0014,93.0377,93.7125,94.0730,94.5859,95.0671,95.5765,96.1708,96.7692,97.3433,97.8783,98.4139,98.9448,99.4908,100.0321,100.5647,101.0910,101.6248,102.1548,102.6826,103.2257,103.7636,104.3024,104.8539,105.9494,106.5079,107.0351,107.5551,108.0759,108.6062,109.1422,109.6856,110.2319,110.7790,111.3053,111.8273,112.3468,112.8738,113.4197,113.9692,114.5139,115.0273,115.5359,116.0623,116.6052,117.1455,117.6730,118.1962,118.7236,119.2600,119.7944,120.3299,120.8578,121.3900,121.9119
Player32OnsetTimes,85.2752,86.3201,86.8443,87.9244,88.6170,89.3293,89.6528,90.5361,91.1673,91.6142,91.9858,93.0835,93.7589,94.0730,94.4913,95.4167,95.9915,96.3141,96.5956,97.5104,98.1480,98.5529,98.8736,99.3062,99.8905,100.5350,101.1540,101.6862,102.1548,102.6194,103.1356,103.7026,104.3024,104.8689,105.9347,106.4626,106.9814,107.5238,108.0759,108.6217,109.1422,109.6546,110.1876,110.7236,111.2588,111.7939,112.3322,112.8738,113.4047,113.9387,114.4612,114.9952,115.5359,116.0623,116.5904,117.1301,117.6578,118.1814,118.7068,119.2306,119.7634,120.3004,120.8419,121.3747,121.8972
Player33OnsetTimes,84.3579,86.4724,87.0125,87.4482,88.5852,89.2986,89.6528,90.5874,91.2301,91.6447,91.9858,93.0528,93.7440,94.1040,94.5539,95.0039,95.5299,96.1708,96.7994,97.3731,97.8783,98.3984,98.9448,99.5054,100.0483,100.5800,101.0910,101.6090,102.1402,102.6826,103.2257,103.7636,104.3024,104.8539,105.9494,106.5079,107.0351,107.5551,108.0759,108.6062,109.1422,109.6856,110.2319,110.7790,111.3053,111.8273,112.3468,112.8738,113.4197,113.9692,114.5139,115.0273,115.5359,116.0623,116.6052,117.1455,117.6730,118.1962,118.7236,119.2600,119.7944,120.3299,120.8578,121.3900,121.9119
Player34OnsetTimes,83.8752,86.4878,87.3823,87.8176,88.1268,89.0109,89.6979,90.3813,90.9950,91.5686,92.0929,92.6943,93.3107,93.9323,94.4913,95.0821,95.6852,96.2837,96.8172,97.3281,97.8323,98.3984,98.9763,99.5520,100.0958,100.5950,101.0910,101.6090,102.1548,102.7142,103.2732,103.8088,104.3339,104.8539,105.9347,106.4935,107.0512,107.6019,108.1254,108.6368,109.1571,109.6856,110.2319,110.7790,111.3209,111.8429,112.3619,112.8885,113.4352,113.9852,114.5139,115.0273,115.5512,116.0766,116.6052,117.1455,117.6881,118.2270,118.7555,119.2750,119.7944,120.3299,120.8733,121.4052,121.9276
Player35OnsetTimes,85.8650,86.3813,86.9045,87.8925,88.5367,89.2986,89.6677,90.5716,91.1829,91.5991,92.3024,92.8514,93.2796,94.2331,94.7878,95.1299,95.4832,96.5303,97.1922,97.4947,97.6957,98.5061,99.1461,99.6148,99.9858,100.4001,100.9333,101.5557,102.1862,102.7453,103.2414,103.7193,104.2348,104.7927,105.9494,106.5227,107.0351,107.5238,108.0280,108.5609,109.1120,109.6705,110.2172,110.7389,111.2588,111.7784,112.3175,112.8738,113.4197,113.9387,114.4464,114.9633,115.5173,116.0623,116.5904,117.1083,117.6281,118.1659,118.7068,119.2453,119.7786,120.3004,120.8267,121.3597,121.8972
Player36OnsetTimes,84.2656,86.3665,86.9833,87.5037,88.6974,89.3686,89.6359,90.4746,91.1361,91.6296,92.0308,93.1289,93.7753,94.0730,94.4913,95.4485,96.0225,96.3298,96.6107,97.5248,98.1645,98.5674,98.8736,99.3062,99.8905,100.5500,101.1699,101.7028,102.1693,102.6363,103.1505,103.7193,104.3024,104.8689,105.9646,106.4935,106.9962,107.5238,108.0759,108.6217,109.1571,109.6856,110.2023,110.7236,111.2588,111.8105,112.3619,112.9057,113.4197,113.9387,114.4612,114.9952,115.5359,116.0766,116.6052,117.1301,117.6578,118.1814,118.7068,119.2453,119.7944,120.3299,120.8578,121.3747,121.8972
Player37OnsetTimes,84.8087,86.3813,86.5935,87.5833,88.4571,89.0717,89.9500,90.5874,91.0109,91.8333,92.3345,92.7250,93.1619,94.3289,94.9859,95.2782,95.4988,96.3610,97.0185,97.4498,97.7869,98.2451,98.8275,99.4908,100.1280,100.6569,101.1067,101.5707,102.0819,102.6515,103.2414,103.8088,104.3339,104.8389,105.8761,106.4333,107.0188,107.5871,108.1254,108.6368,109.1422,109.6546,110.1876,110.7389,111.2893,111.8273,112.3619,112.8885,113.4197,113.9543,114.4762,114.9952,115.5359,116.0766,116.6052,117.1455,117.6730,118.1962,118.7236,119.2453,119.7786,120.3154,120.8578,121.3900,121.9119
Player38OnsetTimes,83.8752,86.4878,87.3823,87.8176,88.1268,89.0109,89.6979,90.3813,90.9950,91.5686,92.0929,92.6943,93.3107,93.9323,94.4913,95.0821,95.6852,96.2837,96.8172,97.3281,97.8323,98.3984,98.9763,99.5520,100.0958,100.5950,101.0910,101.6090,102.1548,102.7142,103.2732,103.8088,104.3339,104.8539,105.9347,106.4935,107.0512,107.6019,108.1254,108.6368,109.1571,109.6856,110.2319,110.7790,111.3209,111.8429,112.3619,112.8885,113.4352,113.9852,114.5139,115.0273,115.5512,116.0766,116.6052,117.1455,117.6881,118.2270,118.7555,119.2750,119.7944,120.3299,120.8733,121.4052,121.9276
